id,postTimeUTC,countdown,platform,accountId,fact,factGuess,roster
4189723,2026-09-14T15:00,,instagram,45886,,hocus-pocus-was-a-flop,facebook|instagram|linkedin|pinterest|tiktok|youtube
4237082,2026-09-14T15:00,,tiktok,41488,trackA-hal-003,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4189721,2026-09-14T17:00,,tiktok,41488,,halloweentown-premiered-on-the-disney-channel-in,facebook|instagram|linkedin|pinterest|tiktok|youtube
3732525,2026-09-14T17:10,,facebook,30840,,slow-mornings-are-underrated-and-i-did,facebook|instagram|linkedin|pinterest|tiktok|youtube
4237052,2026-09-14T17:20,,youtube,36129,trickortreat,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4216880,2026-09-14T18:00,,instagram,45886,,microwaving-your-sponge-doesn-t-sanitize-it,facebook|instagram|linkedin|pinterest|tiktok|youtube
4216888,2026-09-14T19:30,,facebook,30840,,your-lint-screen-is-clean-the-duct,facebook|instagram|linkedin|pinterest|tiktok|youtube
3691551,2026-09-14T20:00,,instagram,45886,,slow-steady-and-figuring-it-out-as,facebook|instagram|linkedin|pinterest|tiktok|youtube
4244560,2026-09-14T21:00,,pinterest,6328,,1995-the-first-feature-to-carry-a,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059756,2026-09-14T22:00,,facebook,30840,,she-has-1-legal-name-and-about,facebook|instagram|linkedin|pinterest|tiktok|youtube
3472650,2026-09-14T23:00,,instagram,45886,,stopped-somewhere-new-and-the-atmosphere-alone,facebook|instagram|linkedin|pinterest|tiktok|youtube
3836007,2026-09-14T23:00,,tiktok,41488,,she-doesn-t-ask-how-the-day-went,facebook|instagram|linkedin|pinterest|tiktok|youtube
4093090,2026-09-15T00:00,,instagram,65540,,the-full-spa-treatment-age-19,facebook|instagram|linkedin|pinterest|tiktok|youtube
4093092,2026-09-15T00:10,,tiktok,55761,,the-full-spa-treatment-age-19,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059571,2026-09-15T01:00,,instagram,45886,,19-years-old-and-she-still-walks,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231503,2026-09-15T13:30,,linkedin,20723,,your-towels-aren-t-old-they-re-coated,facebook|instagram|linkedin|pinterest|tiktok|youtube
4237078,2026-09-15T14:00,,facebook,30840,coffinbell,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231081,2026-09-15T14:30,,youtube,36129,coffinbell,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231110,2026-09-15T15:00,,instagram,45886,,the-glow-up-is-not-always-a,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059778,2026-09-15T17:00,,tiktok,41488,,becoming-her-does-not-look-aesthetic-and,facebook|instagram|linkedin|pinterest|tiktok|youtube
3732532,2026-09-15T17:10,,facebook,30840,,the-3-second-stare-every-time,facebook|instagram|linkedin|pinterest|tiktok|youtube
3732533,2026-09-15T17:20,,youtube,36129,,pov-you-peed-in-mom-s-office-but,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231058,2026-09-15T18:00,,instagram,45886,,i-refuse-to-spend-more-than-10,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231103,2026-09-15T19:30,,facebook,30840,casper,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231112,2026-09-15T20:00,,instagram,45886,turnip,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4237253,2026-09-15T20:00,,tiktok,41488,trackA-hal-007,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231083,2026-09-15T20:20,,youtube,36129,lugnano,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4244562,2026-09-15T21:00,,pinterest,6328,,victorian-safety-coffins-came-with-bells-ropes,facebook|instagram|linkedin|pinterest|tiktok|youtube
3691541,2026-09-15T23:00,,instagram,45886,,the-next-upload-is-usually-the-one,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059797,2026-09-15T23:00,,tiktok,41488,,i-left-the-house-so-now-we,facebook|instagram|linkedin|pinterest|tiktok|youtube
4093118,2026-09-16T00:00,,instagram,65540,,her-seat-her-blanket-her-sunbeam,facebook|instagram|linkedin|pinterest|tiktok|youtube
4093122,2026-09-16T00:10,,tiktok,55761,,her-seat-her-blanket-her-sunbeam,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059582,2026-09-16T01:00,,instagram,45886,,she-has-her-own-seat-and-she,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231499,2026-09-16T13:30,,linkedin,20723,,i-explained-the-same-rule-3-times,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231120,2026-09-16T14:00,,facebook,30840,gb,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4237070,2026-09-16T14:30,,youtube,36129,afraidark,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231122,2026-09-16T15:00,,tiktok,41488,casper,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231124,2026-09-16T15:00,,instagram,45886,,5-books-that-are-free-forever-not,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059750,2026-09-16T17:00,,tiktok,41488,afraidark,,facebook|instagram|linkedin|pinterest|tiktok|youtube
3732536,2026-09-16T17:10,,facebook,30840,,unhinged-gratitude-is-being-thankful-for-the,facebook|instagram|linkedin|pinterest|tiktok|youtube
4237073,2026-09-16T17:20,,youtube,36129,trackA-hal-004,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231131,2026-09-16T18:00,,instagram,45886,,you-do-not-need-to-be-10,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059668,2026-09-16T20:00,,instagram,45886,,i-sat-down-to-record-thinking-i,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231123,2026-09-16T20:00,,tiktok,41488,mare,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231171,2026-09-16T20:20,,youtube,36129,trackA-hal-003,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4244564,2026-09-16T21:00,,pinterest,6328,lugnano,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059679,2026-09-16T22:00,,facebook,30840,,i-sat-down-to-record-thinking-i,facebook|instagram|linkedin|pinterest|tiktok|youtube
3630610,2026-09-16T23:00,,instagram,45886,,slow-mornings-are-underrated-comment-cesa-and,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059676,2026-09-16T23:00,,tiktok,41488,,i-sat-down-to-record-thinking-i,facebook|instagram|linkedin|pinterest|tiktok|youtube
4093134,2026-09-17T00:00,,instagram,65540,,she-has-opinions-about-how-i-pet,facebook|instagram|linkedin|pinterest|tiktok|youtube
4093136,2026-09-17T00:10,,tiktok,55761,,she-has-opinions-about-how-i-pet,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059603,2026-09-17T01:00,,instagram,45886,,she-picked-the-blanket-with-the-gold,facebook|instagram|linkedin|pinterest|tiktok|youtube
4244707,2026-09-17T13:30,,linkedin,20723,,most-ai-guides-are-written-for-someone,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231138,2026-09-17T14:00,,facebook,30840,samhain,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4237076,2026-09-17T14:30,,youtube,36129,casper,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231143,2026-09-17T15:00,,instagram,45886,,rudolph-was-an-ad,facebook|instagram|linkedin|pinterest|tiktok|youtube
4237084,2026-09-17T15:00,,tiktok,41488,trackA-hal-004,,facebook|instagram|linkedin|pinterest|tiktok|youtube
3926385,2026-09-17T16:30,,instagram,65540,,she-s-19-every-strange-sleeping-position-gets,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059593,2026-09-17T17:00,44d,tiktok,41488,nbc,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231139,2026-09-17T17:00,,facebook,30840,snick,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4237077,2026-09-17T17:20,,youtube,36129,trackA-hal-006,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231144,2026-09-17T18:00,,instagram,45886,snick,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231172,2026-09-17T19:30,,facebook,30840,trackA-hal-004,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059588,2026-09-17T20:00,44d,instagram,45886,nbc,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231173,2026-09-17T20:20,,youtube,36129,trackA-hal-007,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4244568,2026-09-17T21:00,,pinterest,6328,,1995-the-first-feature-to-carry-a,facebook|instagram|linkedin|pinterest|tiktok|youtube
4236594,2026-09-17T22:00,,facebook,30840,nbc,,facebook|instagram|linkedin|pinterest|tiktok|youtube
3836021,2026-09-17T23:00,,tiktok,41488,,she-s-19-and-she-sleeps-curled-into,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231145,2026-09-17T23:00,,instagram,45886,,i-read-9-books-last-year-without,facebook|instagram|linkedin|pinterest|tiktok|youtube
4244712,2026-09-18T13:30,,linkedin,20723,,i-used-to-say-i-had-no,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231159,2026-09-18T14:00,,facebook,30840,trickortreat,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231153,2026-09-18T14:30,,youtube,36129,mare,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059647,2026-09-18T15:00,43d,instagram,45886,mare,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231163,2026-09-18T15:00,,tiktok,41488,gb,,facebook|instagram|linkedin|pinterest|tiktok|youtube
3927278,2026-09-18T16:30,,instagram,65540,,10-of-her-years-have-been-mine,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231160,2026-09-18T17:00,,facebook,30840,turnip,,facebook|instagram|linkedin|pinterest|tiktok|youtube
3732561,2026-09-18T17:20,,youtube,36129,,having-a-19-year-old-dog-means,facebook|instagram|linkedin|pinterest|tiktok|youtube
4059560,2026-09-18T18:00,,instagram,45886,,sarah-winchester-built-for-more-than-35,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231175,2026-09-18T19:30,,facebook,30840,trackA-hal-020,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231166,2026-09-18T20:00,,tiktok,41488,coffinbell,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231170,2026-09-18T20:00,,instagram,45886,,today-s-issue-went-out-this-morning-and,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231155,2026-09-18T20:20,,youtube,36129,nbc,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4244571,2026-09-18T21:00,,pinterest,6328,,victorian-safety-coffins-came-with-bells-ropes,facebook|instagram|linkedin|pinterest|tiktok|youtube
4236596,2026-09-18T22:00,,facebook,30840,mare,,facebook|instagram|linkedin|pinterest|tiktok|youtube
3824827,2026-09-18T23:00,,instagram,45886,,your-towels-aren-t-the-only-thing-the,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231167,2026-09-18T23:00,,tiktok,41488,lugnano,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4189715,2026-09-19T00:00,,instagram,45886,,halloweentown-premiered-on-the-disney-channel-in,facebook|instagram|linkedin|pinterest|tiktok|youtube
4295722,2026-09-19T13:30,,linkedin,20723,,someone-told-me-a-thing-i-owned,facebook|instagram|linkedin|pinterest|tiktok|youtube
4320256,2026-09-19T14:00,,facebook,30840,afraidark,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4230989,2026-09-19T14:30,,youtube,36129,,nature-looked-at-the-design-and-added,facebook|instagram|linkedin|pinterest|tiktok|youtube
4249440,2026-09-19T15:00,,instagram,45886,,every-rubik-s-cube-every-scramble-that,facebook|instagram|linkedin|pinterest|tiktok|youtube
4320242,2026-09-19T15:00,,tiktok,41488,samhain,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4320251,2026-09-19T17:00,,tiktok,41488,snick,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4320269,2026-09-19T17:00,,facebook,30840,lugnano,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4320235,2026-09-19T17:20,,youtube,36129,gb,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4320285,2026-09-19T18:00,,instagram,45886,afraidark,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4320278,2026-09-19T19:30,,facebook,30840,trackA-hal-003,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4320254,2026-09-19T20:00,,tiktok,41488,trackA-hal-003,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4320290,2026-09-19T20:00,,instagram,45886,casper,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4320239,2026-09-19T20:20,,youtube,36129,samhain,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4260654,2026-09-19T21:00,,pinterest,6328,snick,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231020,2026-09-19T23:00,43n,instagram,45886,,the-season-sells-you-fear,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231043,2026-09-20T00:00,,instagram,45886,,the-floor-changes-in-this-she-doesn-t,facebook|instagram|linkedin|pinterest|tiktok|youtube
4295723,2026-09-20T13:30,,linkedin,20723,,your-pillow-has-a-shelf-life-and,facebook|instagram|linkedin|pinterest|tiktok|youtube
4329672,2026-09-20T14:00,,facebook,30840,trackA-hal-006,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4237058,2026-09-20T14:30,,youtube,36129,snick,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4019127,2026-09-20T15:00,,instagram,45886,,i-wrote-the-ai-guide-i-needed,facebook|instagram|linkedin|pinterest|tiktok|youtube
4329677,2026-09-20T15:00,,tiktok,41488,trackA-hal-006,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4329680,2026-09-20T17:00,,tiktok,41488,trackA-hal-020,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4329675,2026-09-20T17:00,,facebook,30840,trackA-hal-007,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4329659,2026-09-20T17:20,,youtube,36129,turnip,,facebook|instagram|linkedin|pinterest|tiktok|youtube
3732531,2026-09-20T18:00,,instagram,45886,,unhinged-gratitude-hours,facebook|instagram|linkedin|pinterest|tiktok|youtube
4329676,2026-09-20T19:30,,facebook,30840,casper,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231069,2026-09-20T20:00,,instagram,45886,,5-things-in-your-house-that-aren-t,facebook|instagram|linkedin|pinterest|tiktok|youtube
4329681,2026-09-20T20:00,,tiktok,41488,turnip,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4329662,2026-09-20T20:20,,youtube,36129,trackA-hal-020,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4260655,2026-09-20T21:00,,pinterest,6328,,ireland-and-scotland-carved-turnips-and-beets,facebook|instagram|linkedin|pinterest|tiktok|youtube
4231044,2026-09-20T23:00,,instagram,45886,,free-1-page-don-t-do-all-of,facebook|instagram|linkedin|pinterest|tiktok|youtube
4295724,2026-09-21T13:30,,linkedin,20723,,the-question-that-saves-you-a-month,facebook|instagram|linkedin|pinterest|tiktok|youtube
4320468,2026-09-21T15:00,,instagram,45886,,your-washer-is-the-dirtiest-appliance-in,facebook|instagram|linkedin|pinterest|tiktok|youtube
3732555,2026-09-21T18:00,,instagram,45886,,women-over-40-after-1-cute-outfit,facebook|instagram|linkedin|pinterest|tiktok|youtube
4320477,2026-09-21T18:00,,facebook,30840,,your-washer-is-the-dirtiest-appliance-in,facebook|instagram|linkedin|pinterest|tiktok|youtube
4260656,2026-09-21T21:00,,pinterest,6328,lugnano,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4295730,2026-09-22T13:30,,linkedin,20723,,i-had-48-pieces-of-content-ready,facebook|instagram|linkedin|pinterest|tiktok|youtube
4236595,2026-09-22T15:00,,instagram,45886,mare,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4285787,2026-09-22T18:00,,facebook,30840,,i-got-somewhere-between-10-and-15,facebook|instagram|linkedin|pinterest|tiktok|youtube
4260657,2026-09-22T21:00,,pinterest,6328,,1995-the-first-feature-to-carry-a,facebook|instagram|linkedin|pinterest|tiktok|youtube
4295731,2026-09-23T13:30,,linkedin,20723,,5-of-the-books-on-my-list,facebook|instagram|linkedin|pinterest|tiktok|youtube
4260661,2026-09-23T21:00,,pinterest,6328,snick,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4295732,2026-09-24T13:30,,linkedin,20723,,microwaving-your-sponge-does-not-sanitize-it,facebook|instagram|linkedin|pinterest|tiktok|youtube
4260663,2026-09-24T21:00,,pinterest,6328,,ireland-and-scotland-carved-turnips-and-beets,facebook|instagram|linkedin|pinterest|tiktok|youtube
4260665,2026-09-25T21:00,,pinterest,6328,,victorian-safety-coffins-came-with-bells-ropes,facebook|instagram|linkedin|pinterest|tiktok|youtube
4260666,2026-09-26T21:00,,pinterest,6328,lugnano,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4260667,2026-09-27T21:00,,pinterest,6328,snick,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4260668,2026-09-28T21:00,,pinterest,6328,,ireland-and-scotland-carved-turnips-and-beets,facebook|instagram|linkedin|pinterest|tiktok|youtube
4260669,2026-09-29T21:00,,pinterest,6328,,1995-the-first-feature-to-carry-a,facebook|instagram|linkedin|pinterest|tiktok|youtube
4137853,2026-09-30T15:00,,instagram,45886,trickortreat,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4137854,2026-09-30T15:00,,tiktok,41488,trickortreat,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4137967,2026-10-04T19:00,,youtube,36129,trickortreat,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4137968,2026-10-04T19:00,,facebook,30840,trickortreat,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4137937,2026-10-31T15:00,,instagram,45886,samhain,,facebook|instagram|linkedin|pinterest|tiktok|youtube
4137938,2026-10-31T15:00,,tiktok,41488,samhain,,facebook|instagram|linkedin|pinterest|tiktok|youtube
